Node_ID,Music,Movies,Politics
397,0.5,0.27,0.01
309,0.938,0.99,0.01
355,0.75,0.75,0.01
436,0.875,0.969,0.01
398,0.5,0.99,0.01
310,0.969,0.99,0.01
356,0.5,0.938,0.01
437,0.5,0.984,0.01
399,0.01,0.01,0.01
357,0.5,0.75,0.01
311,0.01,0.01,0.01
438,0.01,0.99,0.01
400,0.938,0.984,0.01
312,0.01,0.01,0.01
358,0.5,0.984,0.01
439,0.01,0.01,0.01
401,0.5,0.875,0.01
440,0.01,0.01,0.01
313,0.01,0.01,0.01
359,0.01,0.01,0.01
402,0.01,0.01,0.01
314,0.01,0.01,0.01
441,0.01,0.01,0.01
360,0.5,0.75,0.01
403,0.75,0.984,0.01
315,0.5,0.29,0.01
442,0.17,0.25,0.01
210,0.875,0.984,0.01
451,0.5,0.984,0.01
404,0.969,0.19,0.01
443,0.969,0.99,0.01
466,0.75,0.99,0.01
452,0.75,0.938,0.01
453,0.01,0.01,0.01
454,0.875,0.938,0.01
455,0.75,0.01,0.01
481,0.16,0.875,0.01
251,0.938,0.5,0.01
482,0.984,0.99,0.5
252,0.01,0.01,0.01
253,0.5,0.5,0.01
363,0.5,0.99,0.01
444,0.01,0.01,0.01
254,0.01,0.01,0.01
445,0.01,0.75,0.01
382,0.75,0.75,0.01
405,0.875,0.99,0.01
255,0.32,0.99,0.01
456,0.01,0.01,0.01
496,0.12,0.938,0.01
511,0.5,0.984,0.01
457,0.969,0.99,0.01
446,0.01,0.01,0.01
447,0.28,0.75,0.01
512,0.5,0.15,0.01
458,0.75,0.875,0.01
448,0.875,0.3,0.01
513,0.5,0.875,0.01
467,0.01,0.969,0.01
459,0.01,0.01,0.01
449,0.01,0.99,0.01
514,0.5,0.938,0.01
483,0.75,0.875,0.01
468,0.01,0.27,0.01
460,0.01,0.01,0.01
364,0.875,0.938,0.01
461,0.969,0.984,0.01
515,0.01,0.01,0.01
450,0.875,0.969,0.01
365,0.01,0.01,0.01
469,0.5,0.938,0.01
516,0.28,0.984,0.01
497,0.01,0.01,0.01
462,0.01,0.75,0.01
366,0.75,0.01,0.01
526,0.875,0.969,0.01
498,0.969,0.75,0.01
463,0.875,0.938,0.01
470,0.03,0.938,0.01
367,0.75,0.75,0.01
527,0.05,0.875,0.01
517,0.01,0.01,0.5
528,0.75,0.99,0.01
518,0.05,0.5,0.01
484,0.875,0.875,0.01
368,0.01,0.01,0.01
529,0.75,0.01,0.01
499,0.984,0.984,0.01
519,0.01,0.01,0.01
485,0.75,0.875,0.01
530,0.01,0.01,0.01
520,0.22,0.5,0.5
500,0.5,0.969,0.01
486,0.01,0.01,0.01
531,0.984,0.984,0.01
521,0.01,0.01,0.01
383,0.01,0.01,0.01
487,0.875,0.875,0.01
501,0.875,0.875,0.01
532,0.01,0.01,0.01
488,0.984,0.99,0.01
384,0.875,0.938,0.01
533,0.01,0.01,0.01
502,0.75,0.938,0.01
489,0.75,0.969,0.01
503,0.75,0.5,0.01
534,0.01,0.984,0.01
471,0.5,0.5,0.01
490,0.938,0.969,0.01
535,0.75,0.938,0.01
504,0.5,0.875,0.01
412,0.5,0.969,0.01
536,0.01,0.01,0.01
505,0.5,0.99,0.01
424,0.28,0.984,0.01
537,0.984,0.969,0.5
506,0.22,0.938,0.01
538,0.01,0.01,0.01
522,0.38,0.875,0.01
507,0.875,0.969,0.01
491,0.5,0.875,0.01
523,0.938,0.984,0.01
413,0.875,0.75,0.01
524,0.75,0.99,0.01
508,0.01,0.1,0.01
492,0.01,0.01,0.01
414,0.875,0.938,0.01
493,0.37,0.14,0.01
509,0.01,0.01,0.01
525,0.875,0.938,0.01
464,0.01,0.01,0.01
415,0.01,0.01,0.01
510,0.75,0.969,0.01
494,0.01,0.01,0.01
465,0.01,0.01,0.5
416,0.01,0.01,0.01
541,0.01,0.01,0.01
556,0.5,0.5,0.01
369,0.969,0.99,0.01
417,0.75,0.938,0.01
495,0.17,0.22,0.01
542,0.01,0.01,0.01
557,0.05,0.75,0.01
370,0.01,0.21,0.01
571,0.75,0.938,0.01
586,0.01,0.01,0.01
543,0.5,0.75,0.01
418,0.16,0.5,0.01
558,0.01,0.01,0.01
371,0.01,0.01,0.01
572,0.01,0.01,0.01
419,0.75,0.969,0.01
544,0.984,0.75,0.01
559,0.938,0.938,0.01
573,0.875,0.938,0.01
372,0.875,0.969,0.01
420,0.01,0.938,0.01
545,0.2,0.26,0.01
574,0.01,0.01,0.01
373,0.01,0.01,0.01
601,0.05,0.75,0.01
385,0.5,0.938,0.01
546,0.01,0.01,0.01
386,0.01,0.01,0.01
374,0.938,0.984,0.01
602,0.5,0.1,0.01
575,0.75,0.984,0.01
547,0.01,0.01,0.01
387,0.5,0.875,0.01
548,0.75,0.969,0.01
603,0.01,0.01,0.01
576,0.01,0.01,0.01
388,0.969,0.984,0.01
425,0.5,0.875,0.01
604,0.75,0.21,0.01
375,0.01,0.01,0.01
577,0.875,0.875,0.01
472,0.5,0.969,0.01
389,0.01,0.01,0.01
578,0.01,0.01,0.01
473,0.01,0.01,0.01
390,0.01,0.01,0.01
426,0.938,0.969,0.01
549,0.01,0.01,0.01
579,0.01,0.01,0.01
474,0.969,0.969,0.5
616,0.01,0.01,0.01
580,0.01,0.01,0.01
550,0.969,0.938,0.01
631,0.19,0.5,0.01
560,0.984,0.938,0.01
428,0.01,0.01,0.01
539,0.01,0.01,0.01
617,0.875,0.938,0.01
475,0.41,0.75,0.5
551,0.938,0.984,0.01
429,0.969,0.5,0.01
540,0.75,0.938,0.01
561,0.01,0.01,0.01
618,0.01,0.01,0.01
430,0.5,0.875,0.01
552,0.875,0.938,0.01
562,0.01,0.01,0.01
431,0.35,0.938,0.01
553,0.01,0.01,0.01
581,0.21,0.875,0.01
476,0.875,0.75,0.01
619,0.5,0.875,0.01
646,0.938,0.969,0.01
582,0.75,0.969,0.01
432,0.969,0.99,0.01
620,0.5,0.969,0.01
477,0.5,0.938,0.01
632,0.75,0.984,0.01
563,0.875,0.969,0.01
554,0.75,0.5,0.01
478,0.01,0.01,0.01
621,0.875,0.875,0.01
583,0.875,0.99,0.01
647,0.99,0.99,0.01
433,0.01,0.01,0.01
633,0.01,0.75,0.01
555,0.984,0.13,0.01
479,0.01,0.01,0.01
434,0.09,0.01,0.01
564,0.14,0.969,0.01
480,0.75,0.5,0.01
661,0.01,0.01,0.01
435,0.48,0.875,0.01
634,0.75,0.875,0.01
648,0.01,0.01,0.01
622,0.11,0.09,0.01
565,0.01,0.01,0.01
662,0.938,0.99,0.01
584,0.01,0.01,0.01
623,0.01,0.01,0.01
691,0.01,0.01,0.01
649,0.75,0.969,0.01
566,0.75,0.75,0.01
677,0.5,0.01,0.01
663,0.01,0.75,0.01
624,0.75,0.938,0.01
567,0.01,0.01,0.01
664,0.01,0.01,0.01
678,0.75,0.99,0.01
692,0.01,0.01,0.01
568,0.14,0.875,0.01
665,0.01,0.01,0.01
635,0.01,0.01,0.01
650,0.01,0.01,0.5
693,0.01,0.01,0.01
679,0.01,0.01,0.01
666,0.01,0.01,0.01
569,0.21,0.875,0.01
667,0.969,0.969,0.01
680,0.01,0.01,0.01
587,0.875,0.875,0.01
637,0.01,0.01,0.01
652,0.01,0.01,0.01
570,0.01,0.01,0.01
681,0.01,0.01,0.01
706,0.984,0.99,0.01
653,0.01,0.01,0.01
588,0.75,0.75,0.01
682,0.01,0.01,0.01
654,0.938,0.75,0.01
683,0.01,0.01,0.01
707,0.01,0.01,0.01
638,0.01,0.01,0.01
589,0.969,0.984,0.01
639,0.01,0.01,0.01
655,0.75,0.984,0.01
708,0.75,0.2,0.01
590,0.01,0.99,0.01
640,0.938,0.969,0.5
709,0.5,0.99,0.01
656,0.938,0.984,0.01
605,0.01,0.01,0.01
591,0.01,0.01,0.01
641,0.01,0.01,0.01
657,0.01,0.01,0.01
606,0.01,0.01,0.01
642,0.01,0.01,0.01
607,0.969,0.969,0.01
643,0.01,0.01,0.01
592,0.75,0.969,0.01
644,0.01,0.938,0.01
608,0.34,0.875,0.01
645,0.5,0.875,0.01
593,0.01,0.01,0.01
609,0.01,0.01,0.01
610,0.875,0.99,0.01
594,0.938,0.984,0.01
721,0.75,0.984,0.01
611,0.01,0.875,0.01
722,0.26,0.5,0.01
595,0.75,0.35,0.01
612,0.01,0.01,0.01
596,0.5,0.875,0.01
613,0.5,0.938,0.01
614,0.01,0.01,0.01
615,0.09,0.01,0.01
736,0.18,0.75,0.5
625,0.969,0.875,0.01
626,0.01,0.75,0.01
694,0.01,0.01,0.01
597,0.875,0.99,0.01
627,0.875,0.969,0.01
585,0.5,0.938,0.01
668,0.01,0.01,0.01
695,0.5,0.938,0.01
628,0.875,0.99,0.01
598,0.875,0.938,0.01
669,0.01,0.01,0.01
751,0.01,0.01,0.01
696,0.75,0.875,0.01
670,0.01,0.01,0.01
629,0.01,0.01,0.01
697,0.5,0.938,0.01
671,0.01,0.01,0.01
630,0.5,0.969,0.01
698,0.01,0.01,0.01
672,0.75,0.5,0.01
599,0.01,0.01,0.01
752,0.75,0.75,0.01
766,0.03,0.03,0.01
600,0.5,0.75,0.01
699,0.01,0.01,0.01
673,0.01,0.01,0.01
753,0.01,0.01,0.01
781,0.01,0.01,0.01
674,0.01,0.01,0.01
684,0.875,0.938,0.01
754,0.05,0.99,0.01
700,0.01,0.01,0.01
782,0.5,0.01,0.01
701,0.23,0.938,0.01
675,0.5,0.938,0.01
685,0.969,0.75,0.01
710,0.01,0.5,0.01
755,0.984,0.75,0.01
783,0.75,0.875,0.01
658,0.01,0.01,0.01
702,0.01,0.01,0.01
756,0.75,0.5,0.01
711,0.75,0.984,0.01
686,0.875,0.969,0.01
784,0.75,0.99,0.01
703,0.01,0.01,0.01
757,0.5,0.5,0.01
712,0.18,0.875,0.01
659,0.5,0.875,0.01
785,0.5,0.99,0.01
704,0.75,0.5,0.01
687,0.875,0.984,0.01
713,0.75,0.938,0.01
758,0.75,0.5,0.01
786,0.75,0.938,0.01
660,0.5,0.75,0.01
705,0.01,0.01,0.01
688,0.01,0.01,0.01
759,0.875,0.875,0.5
689,0.01,0.01,0.01
796,0.5,0.875,0.01
723,0.01,0.01,0.01
714,0.875,0.984,0.01
811,0.75,0.969,0.01
787,0.01,0.01,0.01
724,0.07,0.07,0.01
760,0.01,0.938,0.01
690,0.969,0.969,0.01
812,0.01,0.01,0.01
767,0.75,0.75,0.01
715,0.875,0.875,0.01
797,0.5,0.01,0.01
788,0.22,0.984,0.01
725,0.5,0.938,0.01
813,0.875,0.875,0.01
716,0.75,0.5,0.01
789,0.75,0.875,0.01
814,0.984,0.984,0.01
727,0.01,0.01,0.01
790,0.01,0.01,0.01
826,0.01,0.01,0.01
728,0.75,0.969,0.01
815,0.22,0.24,0.01
791,0.969,0.99,0.01
827,0.01,0.01,0.01
717,0.01,0.01,0.01
729,0.01,0.01,0.01
816,0.01,0.01,0.01
828,0.01,0.01,0.01
718,0.5,0.984,0.01
730,0.5,0.75,0.01
817,0.5,0.938,0.01
792,0.75,0.875,0.01
719,0.99,0.969,0.01
793,0.5,0.5,0.01
737,0.5,0.984,0.01
818,0.5,0.938,0.01
731,0.875,0.969,0.01
720,0.75,0.1,0.01
794,0.01,0.13,0.01
738,0.01,0.01,0.01
819,0.01,0.01,0.01
830,0.875,0.969,0.01
739,0.875,0.984,0.01
841,0.01,0.01,0.01
820,0.875,0.875,0.01
842,0.5,0.875,0.01
741,0.75,0.99,0.01
843,0.938,0.99,0.01
821,0.01,0.01,0.01
742,0.01,0.01,0.01
844,0.5,0.5,0.01
822,0.969,0.969,0.01
845,0.01,0.01,0.01
823,0.5,0.938,0.01
846,0.938,0.984,0.01
824,0.08,0.969,0.01
732,0.5,0.75,0.01
856,0.01,0.01,0.01
831,0.01,0.01,0.01
857,0.875,0.99,0.01
847,0.09,0.75,0.01
825,0.01,0.01,0.01
832,0.938,0.984,0.01
871,0.11,0.08,0.01
859,0.01,0.01,0.01
848,0.875,0.969,0.01
860,0.969,0.99,0.01
834,0.01,0.01,0.01
872,0.05,0.875,0.01
835,0.5,0.5,0.01
873,0.875,0.969,0.01
849,0.984,0.12,0.01
836,0.01,0.01,0.01
768,0.99,0.938,0.01
761,0.938,0.969,0.01
861,0.5,0.875,0.01
837,0.875,0.938,0.01
874,0.01,0.01,0.01
798,0.5,0.938,0.01
862,0.01,0.01,0.01
875,0.938,0.938,0.01
769,0.75,0.75,0.01
838,0.5,0.99,0.01
850,0.38,0.5,0.01
799,0.01,0.938,0.01
851,0.01,0.01,0.01
863,0.969,0.99,0.01
839,0.75,0.984,0.01
762,0.969,0.99,0.01
800,0.875,0.938,0.01
840,0.938,0.875,0.5
864,0.99,0.99,0.01
876,0.5,0.75,0.01
763,0.21,0.5,0.01
770,0.875,0.984,0.01
801,0.01,0.11,0.01
865,0.01,0.01,0.01
886,0.875,0.875,0.01
852,0.75,0.99,0.01
764,0.01,0.01,0.01
877,0.01,0.01,0.01
802,0.01,0.01,0.01
866,0.01,0.01,0.01
878,0.75,0.938,0.01
887,0.01,0.01,0.01
765,0.23,0.01,0.01
771,0.01,0.5,0.01
803,0.5,0.75,0.01
888,0.875,0.969,0.01
867,0.01,0.01,0.01
853,0.01,0.01,0.01
879,0.875,0.984,0.01
901,0.75,0.09,0.01
916,0.06,0.969,0.01
795,0.5,0.75,0.01
804,0.5,0.75,0.01
868,0.01,0.875,0.01
889,0.01,0.01,0.01
880,0.01,0.01,0.01
854,0.875,0.969,0.01
902,0.75,0.938,0.01
931,0.75,0.984,0.01
869,0.01,0.17,0.01
805,0.01,0.01,0.01
881,0.03,0.03,0.01
890,0.14,0.2,0.01
917,0.75,0.38,0.01
882,0.01,0.984,0.01
932,0.969,0.969,0.01
806,0.01,0.01,0.01
855,0.875,0.75,0.01
891,0.875,0.938,0.01
883,0.01,0.5,0.01
918,0.5,0.984,0.01
933,0.5,0.938,0.01
743,0.5,0.875,0.01
892,0.875,0.99,0.01
946,0.5,0.875,0.01
934,0.75,0.938,0.01
733,0.938,0.99,0.01
744,0.01,0.2,0.01
807,0.01,0.01,0.5
947,0.01,0.01,0.01
919,0.01,0.01,0.01
808,0.875,0.99,0.01
935,0.01,0.875,0.01
920,0.5,0.875,0.01
734,0.938,0.938,0.01
948,0.938,0.99,0.5
745,0.75,0.99,0.01
921,0.875,0.99,0.01
936,0.19,0.969,0.01
772,0.01,0.01,0.01
949,0.969,0.969,0.01
735,0.99,0.99,0.01
809,0.875,0.75,0.01
773,0.75,0.01,0.01
950,0.75,0.969,0.01
937,0.01,0.01,0.01
922,0.75,0.99,0.01
961,0.75,0.875,0.01
810,0.5,0.01,0.01
746,0.875,0.99,0.5
774,0.75,0.984,0.01
938,0.01,0.01,0.01
951,0.969,0.99,0.01
962,0.01,0.01,0.01
976,0.5,0.99,0.01
939,0.01,0.01,0.01
775,0.01,0.01,0.01
952,0.01,0.01,0.01
963,0.5,0.984,0.01
747,0.01,0.01,0.01
977,0.75,0.938,0.01
940,0.01,0.01,0.01
923,0.01,0.01,0.01
953,0.75,0.984,0.01
941,0.01,0.01,0.01
964,0.938,0.99,0.01
924,0.875,0.75,0.01
748,0.875,0.5,0.01
884,0.875,0.938,0.01
978,0.08,0.47,0.01
942,0.969,0.99,0.01
954,0.5,0.938,0.01
893,0.01,0.75,0.01
965,0.01,0.01,0.01
749,0.01,0.99,0.01
979,0.01,0.01,0.01
943,0.19,0.938,0.01
894,0.5,0.99,0.01
966,0.875,0.938,0.01
750,0.01,0.01,0.01
885,0.75,0.75,0.01
925,0.5,0.984,0.01
991,0.01,0.01,0.01
944,0.01,0.01,0.01
895,0.01,0.11,0.01
967,0.875,0.875,0.01
980,0.75,0.01,0.01
992,0.09,0.01,0.01
896,0.969,0.875,0.01
981,0.5,0.05,0.5
926,0.01,0.01,0.01
968,0.875,0.99,0.01
1006,0.75,0.969,0.01
993,0.01,0.01,0.01
897,0.5,0.06,0.01
994,0.01,0.01,0.01
927,0.75,0.938,0.01
982,0.01,0.01,0.01
1007,0.12,0.969,0.01
969,0.875,0.969,0.01
995,0.75,0.875,0.01
898,0.01,0.01,0.01
928,0.01,0.01,0.01
983,0.75,0.75,0.01
1008,0.969,0.99,0.01
996,0.01,0.938,0.01
899,0.938,0.99,0.01
970,0.875,0.875,0.01
997,0.14,0.875,0.01
998,0.36,0.38,0.01
900,0.875,0.75,0.01
971,0.5,0.875,0.01
1009,0.938,0.969,0.01
984,0.938,0.99,0.01
999,0.875,0.984,0.01
1021,0.01,0.01,0.01
972,0.01,0.01,0.01
1010,0.01,0.01,0.01
985,0.984,0.99,0.01
1000,0.01,0.01,0.01
1011,0.5,0.75,0.01
973,0.01,0.01,0.01
986,0.17,0.75,0.01
1022,0.05,0.984,0.01
903,0.01,0.01,0.01
1001,0.01,0.01,0.01
870,0.01,0.01,0.01
1012,0.14,0.75,0.01
974,0.01,0.01,0.01
987,0.5,0.875,0.01
904,0.75,0.969,0.01
1023,0.01,0.01,0.01
1002,0.01,0.01,0.01
988,0.75,0.875,0.01
1013,0.75,0.99,0.01
975,0.01,0.01,0.01
905,0.5,0.01,0.5
1003,0.5,0.984,0.01
1024,0.21,0.75,0.01
906,0.5,0.75,0.01
989,0.875,0.01,0.01
1014,0.75,0.938,0.01
1004,0.5,0.984,0.01
990,0.875,0.99,0.01
907,0.875,0.75,0.01
1015,0.875,0.75,0.01
1054,0.01,0.01,0.01
908,0.75,0.875,0.01
1016,0.938,0.99,0.01
909,0.01,0.01,0.01
910,0.01,0.01,0.01
1017,0.5,0.875,0.5
911,0.01,0.01,0.01
912,0.5,0.75,0.01
776,0.23,0.875,0.01
1018,0.875,0.984,0.01
913,0.5,0.984,0.01
777,0.875,0.875,0.01
955,0.01,0.01,0.01
956,0.75,0.969,0.01
778,0.01,0.01,0.01
914,0.01,0.969,0.01
1019,0.01,0.01,0.01
915,0.01,0.01,0.5
779,0.75,0.01,0.01
957,0.5,0.36,0.5
1020,0.75,0.969,0.01
780,0.01,0.938,0.01
958,0.75,0.01,0.01
945,0.01,0.01,0.01
959,0.01,0.01,0.01
960,0.01,0.01,0.01
1005,0.938,0.938,0.01
929,0.75,0.984,0.5
930,0.875,0.969,0.01
1499,0.75,0.75,0.01
1652,0.938,0.21,0.01
1644,0.75,0.984,0.01
1913,0.01,0.01,0.01
2044,0.01,0.01,0.01
2124,0.01,0.99,0.01
2152,0.875,0.938,0.5
2734,0.01,0.01,0.01
3050,0.938,0.875,0.01
3221,0.01,0.01,0.01
3454,0.01,0.01,0.01
3502,0.01,0.01,0.01
3977,0.875,0.99,0.01
4010,0.01,0.875,0.01
3912,0.12,0.01,0.01
4339,0.01,0.01,0.01
4731,0.875,0.969,0.01
4959,0.75,0.99,0.01
5344,0.01,0.01,0.01
5493,0.14,0.938,0.01
5564,0.01,0.01,0.01
5783,0.07,0.5,0.01
7071,0.75,0.984,0.01
7744,0.75,0.875,0.01
7591,0.75,0.01,0.01
7888,0.01,0.01,0.01
8112,0.875,0.875,0.01
8212,0.15,0.32,0.01
8362,0.01,0.01,0.01
8243,0.99,0.984,0.5
8552,0.938,0.5,0.01
8885,0.01,0.01,0.01
8911,0.75,0.875,0.01
